,Tweet,cleanedTweets
375,"Continued talks with 🇵🇱 President @AndrzejDuda, 🇱🇺 Prime Minister @Xavier_Bettel and 🇮🇱 Prime Minister @naftalibennett. We exchanged information on our joint steps and steps of our partners against the background of Russian aggression. Agreed on further actions.","Continued talks with 🇵🇱 President , 🇱🇺 Prime Minister  and 🇮🇱 Prime Minister . We exchanged information on our joint steps and steps of our partners against the background of Russian aggression. Agreed on further actions."
376,Discussed with President of the 🇪🇺 Commission @vonderleyen the 🇪🇺’s support for 🇺🇦 in countering Russian aggression. Increasing sanctions pressure on Russia is important. We also appreciate significant financial assistance. Ukraine continues to move towards membership in the #EU.,Discussed with President of the 🇪🇺 Commission  the 🇪🇺’s support for 🇺🇦 in countering Russian aggression. Increasing sanctions pressure on Russia is important. We also appreciate significant financial assistance. Ukraine continues to move towards membership in the EU.
377,"Held talks with 🇬🇷 PM @kmitsotakis. Reported on the course of countering Russian aggression. We appreciate defense, humanitarian support of 🇬🇷. Stressed the need to ensure the work of humanitarian corridors, especially in Mariopol. Also discussed 🇺🇦 movement towards EU membership","Held talks with 🇬🇷 PM . Reported on the course of countering Russian aggression. We appreciate defense, humanitarian support of 🇬🇷. Stressed the need to ensure the work of humanitarian corridors, especially in Mariopol. Also discussed 🇺🇦 movement towards EU membership"
378,"Regular international talks. With President of the 🇪🇺 Council @eucopresident, we discussed the issue of increasing financial support for 🇺🇦 and sanctions pressure on the aggressor. Special attention was paid to the further negotiation process on 🇺🇦’s EU membership.","Regular international talks. With President of the 🇪🇺 Council , we discussed the issue of increasing financial support for 🇺🇦 and sanctions pressure on the aggressor. Special attention was paid to the further negotiation process on 🇺🇦’s EU membership."
379,"Held talks with 🇬🇧 PM @BorisJohnson and 🇨🇿 PM @P_Fiala. Talked about 🇺🇦 people's struggle against Russian aggression, about Russia's criminal attacks on civilians. Thanked the partners for their important support. We appreciate it.  #StopRussia","Held talks with 🇬🇧 PM  and 🇨🇿 PM . Talked about 🇺🇦 people's struggle against Russian aggression, about Russia's criminal attacks on civilians. Thanked the partners for their important support. We appreciate it.  StopRussia"
380,"Now can be no 'half' decisions or 'halftones'! There is only black and white, good or evil! You are either for peace or support the bloody Russian aggressor to kill Ukrainian children and women. @Microsoft @Oracle @SAP, stop supporting your products in Russia, stop the war!","Now can be no 'half' decisions or 'halftones'! There is only black and white, good or evil! You are either for peace or support the bloody Russian aggressor to kill Ukrainian children and women.   , stop supporting your products in Russia, stop the war!"
381,"Continued negotiations with international partners. Informed 🇸🇰 President @ZuzanaCaputova &amp; 🇷🇴 President @KlausIohannis about countering Russian aggression, Russian war crimes, in particular against civilians. Thanked for supporting 🇺🇦 people. Our path to 🇪🇺 was also discussed.","Continued negotiations with international partners. Informed 🇸🇰 President  &amp; 🇷🇴 President  about countering Russian aggression, Russian war crimes, in particular against civilians. Thanked for supporting 🇺🇦 people. Our path to 🇪🇺 was also discussed."
382,War is not only a military opposition on UA land. It is also a fierce battle in the informational space. I want to thank @Meta and other platforms that have an active position that help and stand side by side with the Ukrainians.,War is not only a military opposition on UA land. It is also a fierce battle in the informational space. I want to thank  and other platforms that have an active position that help and stand side by side with the Ukrainians.
383,"Held talks with 🇵🇱 President @AndrzejDuda and 🇧🇬 Prime Minister @KirilPetkov. Informed on the course of 🇺🇦’s defense, the crimes of the Russian aggressor.  We appreciate the assistance provided and the support of 🇪🇺 for 🇺🇦’s integration.","Held talks with 🇵🇱 President  and 🇧🇬 Prime Minister . Informed on the course of 🇺🇦’s defense, the crimes of the Russian aggressor.  We appreciate the assistance provided and the support of 🇪🇺 for 🇺🇦’s integration."
384,Continued dialogue with 🇮🇱 PM @naftalibennett. We talked about Russian aggression and the prospects for peace talks. We must stop repressions against civilians: asked to assist in the release of captive mayor of Melitopol and local public figures #StopRussia,Continued dialogue with 🇮🇱 PM . We talked about Russian aggression and the prospects for peace talks. We must stop repressions against civilians: asked to assist in the release of captive mayor of Melitopol and local public figures StopRussia
385,"I spoke with @OlafScholz, @EmmanuelMacron. We discussed countering the aggressor, RF crimes against civilians. I ask my partners to help in releasing the captive mayor of Melitopol. Prospects for peace talks also discussed. We must stop the aggressor together","I spoke with , . We discussed countering the aggressor, RF crimes against civilians. I ask my partners to help in releasing the captive mayor of Melitopol. Prospects for peace talks also discussed. We must stop the aggressor together"
386,"Had a substantive conversation with @POTUS. Gave him the assessment of the situation on the battlefield, informed about the crimes of Russia against the civilian population. We agreed on further steps to support the defense of Ukraine and increase sanctions against Russia.","Had a substantive conversation with . Gave him the assessment of the situation on the battlefield, informed about the crimes of Russia against the civilian population. We agreed on further steps to support the defense of Ukraine and increase sanctions against Russia."
387,"Congratulations to the fraternal people of Lithuania on Independence Day! We’re deeply grateful for large-scale assistance &amp; support in the war with the invader provided by 🇱🇹, President @GitanasNauseda &amp; all 🇱🇹 people. Your holiday is our holiday! Our victory is your victory!","Congratulations to the fraternal people of Lithuania on Independence Day! We’re deeply grateful for large-scale assistance &amp; support in the war with the invader provided by 🇱🇹, President  &amp; all 🇱🇹 people. Your holiday is our holiday! Our victory is your victory!"
388,Prospects for peace talks were discussed with 🇫🇮 President @niinisto. We must stop the war together! Thanked 🇫🇮 for ​​supporting 🇺🇦 in the fight against aggression. This is more important than ever. We must jointly end the humanitarian catastrophe caused by Russia. #StopRussia,Prospects for peace talks were discussed with 🇫🇮 President . We must stop the war together! Thanked 🇫🇮 for ​​supporting 🇺🇦 in the fight against aggression. This is more important than ever. We must jointly end the humanitarian catastrophe caused by Russia. StopRussia
389,Continued dialogue with the leaders of the UK &amp; France. Informed about new crimes of Russia against 🇺🇦 people. Further support for 🇺🇦 was discussed with 🇬🇧 PM @BorisJohnson. We also focused on peace talks with 🇫🇷 President @EmmanuelMacron. We must stop the war. #StopRussia,Continued dialogue with the leaders of the UK &amp; France. Informed about new crimes of Russia against 🇺🇦 people. Further support for 🇺🇦 was discussed with 🇬🇧 PM . We also focused on peace talks with 🇫🇷 President . We must stop the war. StopRussia
390,Talked to 🇸🇰 President @ZuzanaCaputova. Thanked on behalf of 🇺🇦 people for the support in countering Russian aggression. Reported about the crimes of the Russian army against 🇺🇦 civilians. We must stop them. The issues of 🇺🇦 membership in the #EU were discussed. #StopRussia,Talked to 🇸🇰 President . Thanked on behalf of 🇺🇦 people for the support in countering Russian aggression. Reported about the crimes of the Russian army against 🇺🇦 civilians. We must stop them. The issues of 🇺🇦 membership in the EU were discussed. StopRussia
391,"Had another conversation with 🇬🇧 PM @BorisJohnson. Discussed increasing sanctions pressure on Russia, further support for 🇺🇦 in fighting the aggressor, including defense assistance. Appreciate 🇬🇧 leadership in countering the crime Russia is committing on 🇺🇦 land. #StopRussia","Had another conversation with 🇬🇧 PM . Discussed increasing sanctions pressure on Russia, further support for 🇺🇦 in fighting the aggressor, including defense assistance. Appreciate 🇬🇧 leadership in countering the crime Russia is committing on 🇺🇦 land. StopRussia"
392,"Talked to @SpeakerPelosi. Thanked for the help in countering aggression, for 🇺🇸 leadership in international pressure on Russia. Informed about the humanitarian crisis caused by the aggressor. Further steps in support of 🇺🇦 were discussed. #StopRussia","Talked to . Thanked for the help in countering aggression, for 🇺🇸 leadership in international pressure on Russia. Informed about the humanitarian crisis caused by the aggressor. Further steps in support of 🇺🇦 were discussed. StopRussia"
393,"Consultations with 🇪🇺 partners continue. Talked with @eucopresident. Discussed sanctions against the Russian aggressor, the need for coordinated pressure on Russia to ensure the security of civilians, support for 🇺🇦 in our struggle &amp; 🇺🇦’s membership in the #EU. #StopRussia","Consultations with 🇪🇺 partners continue. Talked with . Discussed sanctions against the Russian aggressor, the need for coordinated pressure on Russia to ensure the security of civilians, support for 🇺🇦 in our struggle &amp; 🇺🇦’s membership in the EU. StopRussia"
394,🇺🇦 appreciates the support of @EBRD and personally President of the EBRD @OdileRenaud. This €2 billion in aid is a significant contribution to countering Russian aggression. #stoprussia,🇺🇦 appreciates the support of  and personally President of the EBRD . This €2 billion in aid is a significant contribution to countering Russian aggression. stoprussia
395,"Continue dialogue with @EU_Commission President @vonderleyen. Grateful for another sanctions package against the Russian aggressor. We agree on the need to ensure effective humanitarian corridors for civilians. Raised the issue of 🇪🇺 membership, which is key for 🇺🇦. #stoprussia","Continue dialogue with  President . Grateful for another sanctions package against the Russian aggressor. We agree on the need to ensure effective humanitarian corridors for civilians. Raised the issue of 🇪🇺 membership, which is key for 🇺🇦. stoprussia"
396,"Mariupol. Direct strike of Russian troops at the maternity hospital.  People, children are under the wreckage. Atrocity! How much longer will the world be an accomplice ignoring terror? Close the sky right now! Stop the killings! You have power but you seem to be losing humanity. https://t.co/FoaNdbKH5k","Mariupol. Direct strike of Russian troops at the maternity hospital.  People, children are under the wreckage. Atrocity! How much longer will the world be an accomplice ignoring terror? Close the sky right now! Stop the killings! You have power but you seem to be losing humanity. "
397,Had a phone conversation with Prime Minister of Spain @sanchezcastejon. Informed about the 🇺🇦 people's struggle against Russian aggression. Thanked 🇪🇸 for the solidarity with 🇺🇦 and for the provision of strong support. Discussed the common 🇪🇺 future #StopRussia,Had a phone conversation with Prime Minister of Spain . Informed about the 🇺🇦 people's struggle against Russian aggression. Thanked 🇪🇸 for the solidarity with 🇺🇦 and for the provision of strong support. Discussed the common 🇪🇺 future StopRussia
398,Talked to my friend @JustinTrudeau about 🇺🇦🇨🇦 defense cooperation and how to increase sanctions pressure on Russia. Agreed on further diplomatic steps. Canada stands with Ukraine. We feel it every day.,Talked to my friend  about 🇺🇦🇨🇦 defense cooperation and how to increase sanctions pressure on Russia. Agreed on further diplomatic steps. Canada stands with Ukraine. We feel it every day.
399,"Thankful for US and @POTUS personal leadership in striking in the heart of Putin’s war machine and banning oil, gas and coal from US market. Encourage other countries and leaders to follow.","Thankful for US and  personal leadership in striking in the heart of Putin’s war machine and banning oil, gas and coal from US market. Encourage other countries and leaders to follow."
400,I maintain a constant dialogue with @EmmanuelMacron. We discussed the implementation of agreements on humanitarian corridors for the evacuation of the population and delivery of necessary goods.,I maintain a constant dialogue with . We discussed the implementation of agreements on humanitarian corridors for the evacuation of the population and delivery of necessary goods.
401,"Talked to @MinPres. Told about the humanitarian situation in 🇺🇦, casualties among civilians, the course of evacuation and delivery of humanitarian aid. Thanked the Netherlands for its uncompromising stance on sanctions pressure on Russia and support for 🇺🇦’s accession to the #EU","Talked to . Told about the humanitarian situation in 🇺🇦, casualties among civilians, the course of evacuation and delivery of humanitarian aid. Thanked the Netherlands for its uncompromising stance on sanctions pressure on Russia and support for 🇺🇦’s accession to the EU"
402,Talked to @naftalibennett. Thanked for Israel’s mediation efforts. Discussed ways to end the war and violence.,Talked to . Thanked for Israel’s mediation efforts. Discussed ways to end the war and violence.
403,I am grateful to President of @WorldBank Group @DavidMalpassWBG for his strong support of Ukraine in the fight against Russian aggression. #StopRussia,I am grateful to President of  Group  for his strong support of Ukraine in the fight against Russian aggression. StopRussia
404,"The greatness of the country is evidenced by its actions. Talked to 🇱🇺 PM @Xavier_Bettel. Told about the humanitarian situation. Thanked for €250 million in aid, leadership in sanctions policy, support for Ukrainian refugees. The next steps of 🇺🇦 on the way to 🇪🇺 were discussed.","The greatness of the country is evidenced by its actions. Talked to 🇱🇺 PM . Told about the humanitarian situation. Thanked for €250 million in aid, leadership in sanctions policy, support for Ukrainian refugees. The next steps of 🇺🇦 on the way to 🇪🇺 were discussed."
405,In constant contact with friends. Told @GitanasNauseda about the current military and humanitarian situation in Ukraine. We also agreed on the next steps for Ukraine's accession to the #EU.  We feel the support of Lithuania.,In constant contact with friends. Told  about the current military and humanitarian situation in Ukraine. We also agreed on the next steps for Ukraine's accession to the EU.  We feel the support of Lithuania.
406,"Held regular talks with @eucopresident. Discussed the threat to nuclear facilities, shelling of civilian and critical infrastructure. We have to stop this. Raised the issue of 🇺🇦’s membership in the #EU. The people of Ukraine deserve this.  #StopRussia","Held regular talks with . Discussed the threat to nuclear facilities, shelling of civilian and critical infrastructure. We have to stop this. Raised the issue of 🇺🇦’s membership in the EU. The people of Ukraine deserve this.  StopRussia"
407,Informed 🇮🇳 Prime Minister @narendramodi about 🇺🇦 countering Russian aggression. 🇮🇳 appreciates the assistance to its citizens during the war and 🇺🇦 commitment to direct peaceful dialogue at the highest level. Grateful for the support to the Ukrainian people. #StopRussia,Informed 🇮🇳 Prime Minister  about 🇺🇦 countering Russian aggression. 🇮🇳 appreciates the assistance to its citizens during the war and 🇺🇦 commitment to direct peaceful dialogue at the highest level. Grateful for the support to the Ukrainian people. StopRussia
408,"Discussed with 🇮🇹 Prime Minister #MarioDraghi the course of countering the aggression. Informed about the crimes of Russia against civilians, about nuclear terrorism. Raised the issue of support for Ukraine &amp; consideration of our application for membership in 🇪🇺. #StopRussia","Discussed with 🇮🇹 Prime Minister MarioDraghi the course of countering the aggression. Informed about the crimes of Russia against civilians, about nuclear terrorism. Raised the issue of support for Ukraine &amp; consideration of our application for membership in 🇪🇺. StopRussia"
409,Continued dialogue with 🇬🇧 Prime Minister @BorisJohnson. Informed about countering the aggressor. Condemned nuclear terrorism and war crimes of Russia. Discussed further strengthening of sanctions against Russia and agreed on the next joint steps. #StopRussia,Continued dialogue with 🇬🇧 Prime Minister . Informed about countering the aggressor. Condemned nuclear terrorism and war crimes of Russia. Discussed further strengthening of sanctions against Russia and agreed on the next joint steps. StopRussia
410,Breaking! https://t.co/VCL5mpOVMi,Breaking! 
411,"As part of the constant dialogue, I had another conversation with @POTUS. The agenda included the issues of security, financial support for Ukraine and the continuation of sanctions against Russia.","As part of the constant dialogue, I had another conversation with . The agenda included the issues of security, financial support for Ukraine and the continuation of sanctions against Russia."
412,Prime Minister of Israel @naftalibennett called me after his meeting with Vladimir Putin. We continue dialogue.,Prime Minister of Israel  called me after his meeting with Vladimir Putin. We continue dialogue.
413,Talked to @elonmusk. I’m grateful to him for supporting Ukraine with words and deeds. Next week we will receive another batch of Starlink systems for destroyed cities. Discussed possible space projects 🚀. But I’ll talk about this after the war.,Talked to . I’m grateful to him for supporting Ukraine with words and deeds. Next week we will receive another batch of Starlink systems for destroyed cities. Discussed possible space projects 🚀. But I’ll talk about this after the war.
414,Grateful to @vonderleyen 🇪🇺 for an important decision to give immediately residency rights in the EU to Ukrainians flowing to Europe because of Russian aggression. The first tranche of EUR 500 million provided by EU would help Ukrainians to ensure decent living conditions.,Grateful to  🇪🇺 for an important decision to give immediately residency rights in the EU to Ukrainians flowing to Europe because of Russian aggression. The first tranche of EUR 500 million provided by EU would help Ukrainians to ensure decent living conditions.
415,"Had a phone conversation with 🇧🇬 Prime Minister @KirilPetkov. On the agenda of the talks - the course of countering Russian aggression, sanctions pressure on Russia, help of partners to 🇺🇦. We appreciate the support of 🇧🇬 for Ukraine's accession to the EU.  #StopRussia","Had a phone conversation with 🇧🇬 Prime Minister . On the agenda of the talks - the course of countering Russian aggression, sanctions pressure on Russia, help of partners to 🇺🇦. We appreciate the support of 🇧🇬 for Ukraine's accession to the EU.  StopRussia"
416,I continue negotiations with partners. Told 🇦🇺 Prime Minister @ScottMorrisonMP about the course of war. As well as risks to people and the environment due to the threat to Ukrainian nuclear and chemical facilities. Thanked for the defense and humanitarian support.  #StopRussia,I continue negotiations with partners. Told 🇦🇺 Prime Minister  about the course of war. As well as risks to people and the environment due to the threat to Ukrainian nuclear and chemical facilities. Thanked for the defense and humanitarian support.  StopRussia
417,Had a phone conversation with 🇦🇱 Prime Minister @ediramaal. Spoke about the fight against Russian invaders. Discussed joint work within 🇺🇳. We appreciate the practical help and support of Albania in this difficult time. We are doing everything to end the war. #StopRussia,Had a phone conversation with 🇦🇱 Prime Minister . Spoke about the fight against Russian invaders. Discussed joint work within 🇺🇳. We appreciate the practical help and support of Albania in this difficult time. We are doing everything to end the war. StopRussia
418,"Nuclear terrorism requires decisive action in response. At the #UN Security Council meeting, we called for closing the sky over 🇺🇦 and launching an operation to maintain peace and security. The goal is to save hazardous facilities.  The world must not watch, but help!","Nuclear terrorism requires decisive action in response. At the UN Security Council meeting, we called for closing the sky over 🇺🇦 and launching an operation to maintain peace and security. The goal is to save hazardous facilities.  The world must not watch, but help!"
419,The dialogue with financial partners continues - I talked with Chairman of the @WorldBank Group @DavidMalpassWBG. The World Bank is ready to effectively and powerfully support 🇺🇦. This is important for overcoming the effects of Russian aggression. #StopRussia,The dialogue with financial partners continues - I talked with Chairman of the  Group . The World Bank is ready to effectively and powerfully support 🇺🇦. This is important for overcoming the effects of Russian aggression. StopRussia
420,Had a conversation with the Crown Prince of Abu Dhabi @MohamedBinZayed. Informed about the counteraction to the ongoing Russian aggression. Some topical issues of cooperation were discussed. The support of partners is important.,Had a conversation with the Crown Prince of Abu Dhabi . Informed about the counteraction to the ongoing Russian aggression. Some topical issues of cooperation were discussed. The support of partners is important.
421,Held regular talks with President @RTErdogan. Grateful to 🇹🇷 for the consistent support. Informed about the ongoing aggression and nuclear terrorism on the part of the Russian Federation. We must achieve an end to hostilities.  #StopRussia,Held regular talks with President . Grateful to 🇹🇷 for the consistent support. Informed about the ongoing aggression and nuclear terrorism on the part of the Russian Federation. We must achieve an end to hostilities.  StopRussia
422,Held negotiations with IMF Executive Director @KGeorgieva. Discussed financial support for 🇺🇦. Grateful for the urgent help already provided by the Fund. The IMF must take the lead in financing the recovery of 🇺🇦 after the end of Russia's aggression. #StopRussia,Held negotiations with IMF Executive Director . Discussed financial support for 🇺🇦. Grateful for the urgent help already provided by the Fund. The IMF must take the lead in financing the recovery of 🇺🇦 after the end of Russia's aggression. StopRussia
423,Talked to President of the European Commission @vonderleyen. Informed about the aggressor's nuclear terrorism. Preventing it is our common task. Discussed strengthening sanctions against Russia. The issue of 🇺🇦’s membership in the #EU was also on the agenda. #StopRussia,Talked to President of the European Commission . Informed about the aggressor's nuclear terrorism. Preventing it is our common task. Discussed strengthening sanctions against Russia. The issue of 🇺🇦’s membership in the EU was also on the agenda. StopRussia
424,"Continued dialogue with  @eucopresident. Our common task is to secure #NPPs, critical production &amp; infrastructure.  Discussed ways to implement it, as well as the increase of sanctions against Russia. Raised the issue of 🇺🇦 membership in the #EU.  #StopRussia","Continued dialogue with  . Our common task is to secure NPPs, critical production &amp; infrastructure.  Discussed ways to implement it, as well as the increase of sanctions against Russia. Raised the issue of 🇺🇦 membership in the EU.  StopRussia"
425,I welcome the establishment by the #UN Human Rights Council of the International Commission of Inquiry to investigate facts of Russian war crimes against Ukraine. Evidence will be documented and used in international courts. Russian war criminals will be held accountable.,I welcome the establishment by the UN Human Rights Council of the International Commission of Inquiry to investigate facts of Russian war crimes against Ukraine. Evidence will be documented and used in international courts. Russian war criminals will be held accountable.
426,Continued dialogue with 🇯🇵 PM @kishida230. Informed about Russia's nuclear terrorism at the Zaporizhzhia #NPP. We both agree on the gravity of threats to global security. Thanked 🇯🇵 for the diverse assistance to 🇺🇦 &amp; the sanctions pressure on RF.  Together we oppose the aggressor,Continued dialogue with 🇯🇵 PM . Informed about Russia's nuclear terrorism at the Zaporizhzhia NPP. We both agree on the gravity of threats to global security. Thanked 🇯🇵 for the diverse assistance to 🇺🇦 &amp; the sanctions pressure on RF.  Together we oppose the aggressor
427,Talked to 🇰🇷 President Moon Jae-in @moonriver365. Informed about counteraction to Russia. About the crimes of the aggressor. Thanked 🇰🇷 for supporting 🇺🇦 and imposing sanctions. We will continue to work together building an anti-war coalition around the world.,Talked to 🇰🇷 President Moon Jae-in . Informed about counteraction to Russia. About the crimes of the aggressor. Thanked 🇰🇷 for supporting 🇺🇦 and imposing sanctions. We will continue to work together building an anti-war coalition around the world.
428,Talked to @JustinTrudeau. Thanked him for the leadership in imposing anti-Russian sanctions.  Stressed the need to expand restrictive measures. The bombing of civilians in Ukraine must be stopped immediately.,Talked to . Thanked him for the leadership in imposing anti-Russian sanctions.  Stressed the need to expand restrictive measures. The bombing of civilians in Ukraine must be stopped immediately.
429,Conversation with @TokayevKZ has just ended. The difficult security situation in the region was discussed. We agreed to cooperate in humanitarian issues. We keep in touch.,Conversation with  has just ended. The difficult security situation in the region was discussed. We agreed to cooperate in humanitarian issues. We keep in touch.
430,2/2 Destructive results of the vote in 🇺🇳 for the aggressor convincingly show that a global anti-Putin coalition has been formed and is functioning. The world is with us. The truth is on our side. Victory will be ours 🇺🇦!,2/2 Destructive results of the vote in 🇺🇳 for the aggressor convincingly show that a global anti-Putin coalition has been formed and is functioning. The world is with us. The truth is on our side. Victory will be ours 🇺🇦!
431,1/2 I praise the approval by the #UN GA with an unprecedented majority of votes of the resolution with a strong demand to Russia to immediately stop the treacherous attack on 🇺🇦. I’m grateful to everyone &amp; every state that voted in favor. You have chosen the right side of history https://t.co/1sb0qjxXKs,1/2 I praise the approval by the UN GA with an unprecedented majority of votes of the resolution with a strong demand to Russia to immediately stop the treacherous attack on 🇺🇦. I’m grateful to everyone &amp; every state that voted in favor. You have chosen the right side of history 
432,Discussed with @TamimBinHamad Russia's aggression against Ukraine and some bilateral issues over the phone. I am grateful for the unconditional support to Ukraine in such a difficult time.,Discussed with  Russia's aggression against Ukraine and some bilateral issues over the phone. I am grateful for the unconditional support to Ukraine in such a difficult time.
433,I’m in constant contact with our trusted friend @eucopresident. We discussed the current situation on the battlefield and diplomatic efforts. Waiting for the positive signals about Ukraine's membership in the #EU. 🇺🇦➡️🇪🇺,I’m in constant contact with our trusted friend . We discussed the current situation on the battlefield and diplomatic efforts. Waiting for the positive signals about Ukraine's membership in the EU. 🇺🇦➡️🇪🇺
434,Had a phone conversation with 🇮🇱 Prime Minister @naftalibennett about Russian aggression.,Had a phone conversation with 🇮🇱 Prime Minister  about Russian aggression.
435,"Thanked 🇳🇴 PM @jonasgahrstore for a strong defense support to 🇺🇦 in the fight against Russian aggression. Noted the strong sanctions imposed by 🇳🇴. Reported on the course of 🇺🇦 defense &amp; the aggressor's crimes against civilians. We continue joint work, including @sec_council.","Thanked 🇳🇴 PM  for a strong defense support to 🇺🇦 in the fight against Russian aggression. Noted the strong sanctions imposed by 🇳🇴. Reported on the course of 🇺🇦 defense &amp; the aggressor's crimes against civilians. We continue joint work, including ."
436,Coordinated actions with 🇬🇧 Prime Minister @BorisJohnson. Reported on the course of 🇺🇦 defense and the latest crimes of Russia against the civilian population. We are grateful for 🇬🇧 continued significant assistance in combating aggression. Together with partners we defend 🇺🇦!,Coordinated actions with 🇬🇧 Prime Minister . Reported on the course of 🇺🇦 defense and the latest crimes of Russia against the civilian population. We are grateful for 🇬🇧 continued significant assistance in combating aggression. Together with partners we defend 🇺🇦!
437,Continued dialogue with 🇳🇱 Prime Minister Mark Rutte @MinPres. Informed how 🇺🇦 repels the aggressor. Proved the facts of Russian systematic crimes against the civilian population. Expressed gratitude for the significant defense assistance. Together we oppose aggression! 🇺🇦🤝🇳🇱,Continued dialogue with 🇳🇱 Prime Minister Mark Rutte . Informed how 🇺🇦 repels the aggressor. Proved the facts of Russian systematic crimes against the civilian population. Expressed gratitude for the significant defense assistance. Together we oppose aggression! 🇺🇦🤝🇳🇱
438,Just had a conversation with @POTUS. The American leadership on anti-Russian sanctions and defense assistance to Ukraine was discussed. We must stop the aggressor as soon as possible. Thank you for your support!,Just had a conversation with . The American leadership on anti-Russian sanctions and defense assistance to Ukraine was discussed. We must stop the aggressor as soon as possible. Thank you for your support!
439,"To the world: what is the point of saying «never again» for 80 years, if the world stays silent when a bomb drops on the same site of Babyn Yar? At least 5 killed. History repeating…","To the world: what is the point of saying «never again» for 80 years, if the world stays silent when a bomb drops on the same site of Babyn Yar? At least 5 killed. History repeating…"
440,"Olena and I are sincerely grateful to Their Majesties King Willem-Alexander and Queen Máxima @koninklijkhuis for their warm words of support to the people of Ukraine. We resist the invasive aggression. Today, more than ever, it is important for us to feel that we are not alone.","Olena and I are sincerely grateful to Their Majesties King Willem-Alexander and Queen Máxima  for their warm words of support to the people of Ukraine. We resist the invasive aggression. Today, more than ever, it is important for us to feel that we are not alone."
441,Had a phone conversation with Chancellor @OlafScholz. Spoke about Russia's shelling of residential neighborhoods in Ukrainian cities during peace talks. Emphasized the need to close the sky over 🇺🇦. The work on Ukraine's accession to the #EU needs to be accelerated.,Had a phone conversation with Chancellor . Spoke about Russia's shelling of residential neighborhoods in Ukrainian cities during peace talks. Emphasized the need to close the sky over 🇺🇦. The work on Ukraine's accession to the EU needs to be accelerated.
442,"Olena and I are grateful to the Duke and Duchess of Cambridge @RoyalFamily that at this crucial time, when Ukraine is courageously opposing Russia's invasion, they stand by our country and support our brave citizens.  Good will triumph.","Olena and I are grateful to the Duke and Duchess of Cambridge  that at this crucial time, when Ukraine is courageously opposing Russia's invasion, they stand by our country and support our brave citizens.  Good will triumph."
443,"Talked with Prime Minister of Japan @kishida230. Thanked for a strong support to 🇺🇦 in countering aggression. 🇯🇵 allocates $100 million to the already approved aid of $100 million, fully supports tough sanctions against Russia. Thank you! A truly global anti-war coalition works.","Talked with Prime Minister of Japan . Thanked for a strong support to 🇺🇦 in countering aggression. 🇯🇵 allocates $100 million to the already approved aid of $100 million, fully supports tough sanctions against Russia. Thank you! A truly global anti-war coalition works."
444,I am grateful to Romania for its significant contribution to the defense capabilities of our country. I am grateful to @KlausIohannis for supporting Ukraine's membership in the European Union. We feel the political and defense support of our partners.🇷🇴🤝🇺🇦,I am grateful to Romania for its significant contribution to the defense capabilities of our country. I am grateful to  for supporting Ukraine's membership in the European Union. We feel the political and defense support of our partners.🇷🇴🤝🇺🇦
445,"Also had a phone conversation with @vonderleyen. Talked about concrete decisions on strengthening Ukraine's defense capabilities, macro-financial assistance and Ukraine's membership in the #EU.","Also had a phone conversation with . Talked about concrete decisions on strengthening Ukraine's defense capabilities, macro-financial assistance and Ukraine's membership in the EU."
446,Talked to 🇬🇧 Prime Minister @BorisJohnson and 🇵🇱 President @AndrzejDuda about the current security situation. Agreed on further joint steps to counter the aggressor. Anti-war coalition in action!,Talked to 🇬🇧 Prime Minister  and 🇵🇱 President  about the current security situation. Agreed on further joint steps to counter the aggressor. Anti-war coalition in action!
447,"Thank you for the warm conversation, Your All-Holiness #Bartholomew. Your words are like hands that hold us up in this difficult time. Ukrainians feel the spiritual support and strength of your prayers. We hope for the soonest peace.","Thank you for the warm conversation, Your All-Holiness Bartholomew. Your words are like hands that hold us up in this difficult time. Ukrainians feel the spiritual support and strength of your prayers. We hope for the soonest peace."
448,"We keep in touch with loyal friends constantly. I spoke with @GitanasNauseda about the current military situation, international efforts to force the aggressor to peace and Ukraine's membership in the #EU. Thank you, Gitanas, for your continued support.","We keep in touch with loyal friends constantly. I spoke with  about the current military situation, international efforts to force the aggressor to peace and Ukraine's membership in the EU. Thank you, Gitanas, for your continued support."
449,"It was nice to learn that in addition to yesterday's agreements, Belgium is sending us another 3,000 machine guns and 200 anti-tank grenade launchers. Thank you @alexanderdecroo for your leadership.","It was nice to learn that in addition to yesterday's agreements, Belgium is sending us another 3,000 machine guns and 200 anti-tank grenade launchers. Thank you  for your leadership."
450,"Talked to 🇵🇹 President Marcelo Rebelo de Sousa. Thanked for the closed sky for Russian planes, support for the decision to disconnect Russia from SWIFT and concrete defense assistance. 🇵🇹 provided weapons, individual protection means &amp; other equipment to 🇺🇦. Together - stronger.","Talked to 🇵🇹 President Marcelo Rebelo de Sousa. Thanked for the closed sky for Russian planes, support for the decision to disconnect Russia from SWIFT and concrete defense assistance. 🇵🇹 provided weapons, individual protection means &amp; other equipment to 🇺🇦. Together - stronger."
451,Ukraine has submitted its application against Russia to the ICJ. Russia must be held accountable for manipulating the notion of genocide to justify aggression. We request an urgent decision ordering Russia to cease military activity now and expect trials to start next week.,Ukraine has submitted its application against Russia to the ICJ. Russia must be held accountable for manipulating the notion of genocide to justify aggression. We request an urgent decision ordering Russia to cease military activity now and expect trials to start next week.
